entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,notes,checked,corrections
Caryn,2021-05-19,"JH, AR",2021-04-06,E,10,U,3,2.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,0.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,1.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,1,2.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,0.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.6,BRODIA,LIT,BG,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,1.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.1,BRODIA,LIT,BG,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,2,2.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.7,BRODIA,LIT,BG,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,0.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,1.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,3,2.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,1,L,P,P,BRATOR,,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,0.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.3,BRODIA ,LIT,BG,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.7,BRODIA ,LIT,BG,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,1.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,1,2.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,0.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.3,BRODIA ,BROMAD,LIT,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,1.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,2,2.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,0.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,1.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.1,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.2,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.3,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.4,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.5,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.6,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.7,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.8,BRODIA ,LIT,,,,,,
Caryn,2021-06-27,"ARP,AR, CI",2021-04-08,G,1,U,3,2.9,BRODIA ,LIT,,,,,,
Caryn,2021-06-28,"ARP,AR, CI",2021-04-08,G,1,U,P,P,CRYINT,EROCIC,,,,Note: ARP has pic,,Andy (UCR Herbarium) determined this to be Erodium cicutarium based on the photo.
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,0.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.5,BRODIA,LIT,BG,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,1.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,1,2.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,0.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.2,LIT,BRODIA,LIT,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.7,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,1.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.5,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.6,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.7,BRODIA,BG,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.8,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,2,2.9,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,3,0,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,3,0.1,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,3,0.2,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,3,0.3,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,3,0.4,BRODIA,LIT,,,,,,
Caryn,2021-04-29,"JH, AR",2021-04-12,G,2,L,3,0.5,BRODIA,LIT,,,,,,
