entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,gopher_hole,notes,corrections
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.3,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.5,AMSMEN,BRODIA,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.8,AMSMEN,BRODIA,LIT,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,0.9,AMSMEN,BRODIA,LIT,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.3,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.5,LIT,,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,1.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.3,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,2,2.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.3,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.4,LIT,,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.6,AMSMEN,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,0.9,BRODIA,BG,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1,BRODIA,BG,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.3,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,1.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.3,BRODIA,BG,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,3,2.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-24,"BT, CI",2022-03-05,E,5,L,P,P,BRATOR,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.1,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.2,AMSMEN,BRODIA,LIT,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.3,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.4,BRODIA,BRATOR,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.6,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.7,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.8,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,0.9,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.1,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.2,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.3,BG,,,,,hole,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.4,EUCCHR,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.5,BRATOR,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.6,BRATOR,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.7,BRATOR,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.8,BRATOR,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,1.9,LIT,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.1,BG, ,,,,hole,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.2,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.3,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.4,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.6,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.7,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.8,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,1,2.9,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.1,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.2,AMSMEN,BRODIA,LIT,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.3,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.4,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.6,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.7,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.8,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,0.9,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.1,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.2,AMSMEN,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.3,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.4,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.6,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.7,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.8,BRODIA,EUCCHR,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,1.9,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.1,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.2,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.3,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.4,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.6,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.7,BRODIA,BG,,,,hole,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.8,AMSMEN,BRODIA,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,2,2.9,AMSMEN,BRODIA,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0,AMSMEN,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.1,AMSMEN,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.2,AMSMEN,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.3,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.4,BRODIA,AMSMEN,LIT,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.5,BRATOR,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.6,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.7,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.8,AMSMEN,BRATOR,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,0.9,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1,CRYINT,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.1,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.2,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.3,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.4,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.6,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.7,EUCCHR,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.8,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,1.9,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.1,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.2,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.3,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.4,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.6,AMSMEN,BRODIA,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.7,AMSMEN,BRODIA,BG,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.8,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,5,U,3,2.9,AMSMEN,BRODIA,BG,,,,,
Caryn,2022-05-09,"RA, AR",2022-03-05,E,5,U,P,P,LUPBIC,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0,BG,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.1,BG,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.2,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.3,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.4,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.5,BRATOR,BRODIA,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.6,BRATOR,BRODIA,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.7,BRATOR,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.8,BG,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,0.9,BRODIA,BRATOR,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1,BRATOR,BRODIA,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.1,BRATOR,BRODIA,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.2,BRATOR,BRODIA,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.3,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.4,BG,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.5,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.6,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.7,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.8,AMSMEN,BRODIA,BG,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,1.9,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2,BRATOR,BRODIA,LIT,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.3,AMSMEN,BRATOR,BRODIA,LIT,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.4,BRODIA,AMSMEN,LIT,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,1,2.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0,BRODIA,LIT,,,,hole,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.1,BRODIA,BRATOR,LIT,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.2,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.3,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.4,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.5,AMSMEN,BRODIA,LIT,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.6,AMSMEN,BRODIA,LIT,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,0.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.1,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.2,BG,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.3,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.4,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.5,AMSMEN,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.6,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.7,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,1.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2,LIT,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.3,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.8,BG,,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,2,2.9,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.3,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.7,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,0.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.2,BRODIA,BG,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.3,BRATOR,BRODIA,LIT,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.4,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,1.9,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.1,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.2,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.3,LIT,,,,,hole,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.4,LIT,,,,,hole,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.5,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.6,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.7,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.8,BRODIA,LIT,,,,,,
Chenkun,2022-06-29,"BT, CI",2022-03-05,E,6,L,3,2.9,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.1,BG,,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.2,BG, ,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.3,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.4,BG,,,,,hole,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.5,BRODIA,BG,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.6,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.7,BRODIA,AMSMEN,LIT,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.8,AMSMEN,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,0.9,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.1,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.2,BRODIA,BRATOR,LIT,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.3,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.4,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.5,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.6,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.7,BRODIA,LIT,,,,,,
Luis,2022-05-09,"RA, AR",2022-03-05,E,6,U,1,1.8,BRODIA,LIT,,,,,,
